Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,Delta_GPA,AI_Usage_Segment
103688,Humanities,Junior,2.969,2.43,Copywriting/Drafting,Beginner,3.0,True,15.06,2.0,Strict_Ban,6.0,3.248,89.26,Medium,0.27900000000000036,Light User (0-5 jam)
103689,STEM,Graduate,3.951,24.07,Debugging/Troubleshooting,Beginner,2.0,True,8.24,5.0,Actively_Encouraged,4.0,4.0,67.4,Medium,0.04899999999999993,Heavy User (>15 jam)
103690,STEM,Sophomore,3.367,6.75,Debugging/Troubleshooting,Advanced,5.0,False,14.78,2.0,Allowed_With_Citation,7.0,3.75,100.0,Low,0.383,Moderate User (5-15 jam)
103691,Arts,Freshman,2.475,16.09,Debugging/Troubleshooting,Beginner,2.0,True,4.91,5.0,Strict_Ban,8.0,2.568,53.6,Medium,0.09299999999999997,Heavy User (>15 jam)
103692,Business,Graduate,2.654,0.19,Direct_Answer_Generation,Advanced,5.0,True,3.26,2.0,Allowed_With_Citation,6.0,2.782,65.69,Medium,0.1280000000000001,Light User (0-5 jam)
103693,Arts,Freshman,3.037,0.72,Direct_Answer_Generation,Advanced,4.0,True,16.06,3.0,Actively_Encouraged,1.0,3.115,71.8,Low,0.07800000000000029,Light User (0-5 jam)
103694,STEM,Freshman,2.943,1.84,Debugging/Troubleshooting,Advanced,3.0,False,3.81,1.0,Actively_Encouraged,1.0,2.961,72.81,Low,0.017999999999999794,Light User (0-5 jam)
103695,Humanities,Junior,2.552,9.15,Copywriting/Drafting,Advanced,3.0,False,4.53,4.0,Allowed_With_Citation,4.0,3.101,72.3,Medium,0.5489999999999999,Moderate User (5-15 jam)
103696,STEM,Junior,3.299,22.38,Direct_Answer_Generation,Beginner,3.0,True,12.69,4.0,Actively_Encouraged,3.0,2.972,63.52,High,-0.32699999999999996,Heavy User (>15 jam)
103697,Medical,Senior,3.042,27.5,Debugging/Troubleshooting,Advanced,4.0,False,1.0,7.0,Allowed_With_Citation,4.0,3.457,78.16,High,0.41500000000000004,Heavy User (>15 jam)
103698,Business,Junior,2.71,1.22,Ideation,Beginner,3.0,True,14.63,2.0,Actively_Encouraged,3.0,2.917,67.99,High,0.20699999999999985,Light User (0-5 jam)
103699,Medical,Junior,3.742,6.42,Debugging/Troubleshooting,Advanced,5.0,False,9.76,3.0,Actively_Encouraged,2.0,4.0,78.48,Low,0.258,Moderate User (5-15 jam)
103700,STEM,Freshman,3.024,9.79,Debugging/Troubleshooting,Advanced,3.0,False,13.51,2.0,Allowed_With_Citation,2.0,3.233,79.33,Low,0.20900000000000007,Moderate User (5-15 jam)
103701,Business,Junior,3.459,5.64,Ideation,Intermediate,3.0,True,14.04,5.0,Strict_Ban,3.0,3.653,83.73,Medium,0.19399999999999995,Moderate User (5-15 jam)
103702,Business,Sophomore,2.861,4.79,Summarizing_Reading,Intermediate,1.0,False,13.93,2.0,Allowed_With_Citation,4.0,3.205,75.2,Medium,0.34399999999999986,Light User (0-5 jam)
103703,Humanities,Freshman,3.47,2.39,Copywriting/Drafting,Advanced,4.0,True,2.67,1.0,Strict_Ban,4.0,3.476,87.28,Low,0.005999999999999783,Light User (0-5 jam)
103704,Arts,Graduate,3.096,0.42,Copywriting/Drafting,Beginner,2.0,False,14.36,1.0,Allowed_With_Citation,3.0,3.322,67.3,Low,0.22599999999999998,Light User (0-5 jam)
103705,Medical,Freshman,2.117,7.43,Summarizing_Reading,Intermediate,4.0,False,12.15,5.0,Allowed_With_Citation,6.0,2.429,73.63,Low,0.31199999999999983,Moderate User (5-15 jam)
103706,Medical,Senior,3.603,12.32,Summarizing_Reading,Intermediate,3.0,False,4.85,4.0,Allowed_With_Citation,4.0,3.638,91.4,High,0.0349999999999997,Moderate User (5-15 jam)
103707,Business,Graduate,3.976,0.39,Ideation,Advanced,3.0,False,10.66,5.0,Allowed_With_Citation,3.0,4.0,55.17,High,0.02400000000000002,Light User (0-5 jam)
103708,STEM,Freshman,2.719,1.38,Debugging/Troubleshooting,Intermediate,3.0,False,1.0,1.0,Allowed_With_Citation,3.0,2.833,72.74,Low,0.11400000000000032,Light User (0-5 jam)
103709,STEM,Sophomore,3.492,23.98,Direct_Answer_Generation,Beginner,3.0,True,1.0,4.0,Allowed_With_Citation,5.0,2.926,61.16,High,-0.5659999999999998,Heavy User (>15 jam)
103710,Medical,Junior,2.669,12.35,Summarizing_Reading,Advanced,3.0,False,7.94,6.0,Allowed_With_Citation,8.0,2.795,87.11,Medium,0.1259999999999999,Moderate User (5-15 jam)
103711,STEM,Sophomore,3.009,1.34,Debugging/Troubleshooting,Beginner,3.0,False,17.45,1.0,Allowed_With_Citation,1.0,3.295,77.4,Medium,0.28600000000000003,Light User (0-5 jam)
103712,Business,Senior,3.551,3.33,Ideation,Beginner,3.0,False,3.91,2.0,Allowed_With_Citation,4.0,3.632,72.28,Medium,0.08099999999999996,Light User (0-5 jam)
103713,Business,Sophomore,2.923,40.0,Ideation,Advanced,5.0,True,11.63,7.0,Allowed_With_Citation,7.0,3.166,58.48,High,0.24299999999999988,Heavy User (>15 jam)
103714,Business,Graduate,3.877,2.94,Ideation,Beginner,2.0,True,7.03,2.0,Actively_Encouraged,5.0,3.912,60.62,Low,0.03500000000000014,Light User (0-5 jam)
103715,Medical,Graduate,2.947,0.58,Ideation,Advanced,4.0,False,19.99,2.0,Actively_Encouraged,1.0,3.342,91.28,Low,0.395,Light User (0-5 jam)
103716,Humanities,Graduate,2.5,0.05,Ideation,Beginner,1.0,True,9.65,3.0,Actively_Encouraged,3.0,2.792,69.95,High,0.2919999999999998,Light User (0-5 jam)
103717,Humanities,Freshman,2.808,3.02,Copywriting/Drafting,Advanced,3.0,False,10.36,1.0,Allowed_With_Citation,4.0,2.922,86.07,Medium,0.11400000000000032,Light User (0-5 jam)
103718,STEM,Freshman,3.807,15.73,Summarizing_Reading,Advanced,3.0,True,7.67,4.0,Actively_Encouraged,2.0,3.807,100.0,Low,0.0,Heavy User (>15 jam)
103719,Humanities,Freshman,3.623,0.77,Copywriting/Drafting,Intermediate,4.0,True,11.79,1.0,Allowed_With_Citation,3.0,4.0,69.34,Medium,0.3769999999999998,Light User (0-5 jam)
103720,STEM,Senior,3.437,6.15,Direct_Answer_Generation,Beginner,1.0,True,19.53,4.0,Strict_Ban,6.0,3.817,98.15,Medium,0.38000000000000034,Moderate User (5-15 jam)
103721,Humanities,Freshman,2.965,8.61,Copywriting/Drafting,Intermediate,4.0,False,4.9,3.0,Actively_Encouraged,9.0,3.032,70.27,Medium,0.06700000000000017,Moderate User (5-15 jam)
103722,Arts,Senior,3.937,6.02,Copywriting/Drafting,Advanced,3.0,False,14.64,3.0,Strict_Ban,6.0,4.0,90.99,Medium,0.06300000000000017,Moderate User (5-15 jam)
103723,Medical,Junior,3.108,25.15,Summarizing_Reading,Intermediate,3.0,True,1.69,7.0,Allowed_With_Citation,8.0,3.151,73.02,Medium,0.042999999999999705,Heavy User (>15 jam)
103724,STEM,Junior,3.683,4.22,Direct_Answer_Generation,Advanced,3.0,False,5.64,4.0,Allowed_With_Citation,4.0,4.0,85.83,Low,0.31700000000000017,Light User (0-5 jam)
103725,Humanities,Junior,3.406,0.53,Copywriting/Drafting,Advanced,4.0,False,14.48,4.0,Actively_Encouraged,4.0,3.553,68.59,Medium,0.1469999999999998,Light User (0-5 jam)
103726,Medical,Junior,2.274,1.29,Copywriting/Drafting,Beginner,1.0,True,3.19,1.0,Allowed_With_Citation,5.0,2.472,57.57,Medium,0.19799999999999995,Light User (0-5 jam)
103727,STEM,Freshman,3.73,2.74,Summarizing_Reading,Intermediate,2.0,False,1.0,2.0,Actively_Encouraged,1.0,3.45,70.68,Medium,-0.2799999999999998,Light User (0-5 jam)
103728,STEM,Sophomore,3.733,3.55,Debugging/Troubleshooting,Beginner,1.0,False,10.84,3.0,Actively_Encouraged,4.0,4.0,75.71,Low,0.2669999999999999,Light User (0-5 jam)
103729,STEM,Junior,2.995,1.01,Debugging/Troubleshooting,Intermediate,2.0,True,4.37,1.0,Strict_Ban,4.0,2.958,54.36,Low,-0.03699999999999992,Light User (0-5 jam)
103730,Business,Senior,3.147,1.05,Ideation,Beginner,1.0,True,12.5,3.0,Strict_Ban,8.0,3.254,58.65,Medium,0.1070000000000002,Light User (0-5 jam)
103731,STEM,Sophomore,3.739,2.54,Copywriting/Drafting,Beginner,3.0,False,16.49,4.0,Allowed_With_Citation,5.0,3.807,64.1,Medium,0.06800000000000006,Light User (0-5 jam)
103732,Medical,Senior,3.19,4.42,Copywriting/Drafting,Intermediate,1.0,False,4.14,3.0,Allowed_With_Citation,7.0,3.379,70.5,Low,0.18900000000000006,Light User (0-5 jam)
103733,Humanities,Senior,3.377,7.82,Ideation,Advanced,3.0,True,4.68,3.0,Actively_Encouraged,4.0,3.748,72.65,Medium,0.37100000000000044,Moderate User (5-15 jam)
103734,Business,Sophomore,2.427,1.54,Ideation,Advanced,3.0,False,6.82,1.0,Allowed_With_Citation,3.0,2.492,78.29,Low,0.06499999999999995,Light User (0-5 jam)
103735,STEM,Junior,3.396,0.93,Debugging/Troubleshooting,Intermediate,3.0,False,13.53,2.0,Allowed_With_Citation,2.0,3.52,69.02,Medium,0.12400000000000011,Light User (0-5 jam)
103736,Humanities,Sophomore,3.425,6.31,Copywriting/Drafting,Advanced,3.0,False,6.72,3.0,Strict_Ban,2.0,3.775,92.69,Medium,0.3500000000000001,Moderate User (5-15 jam)
103737,Business,Freshman,3.775,7.21,Debugging/Troubleshooting,Intermediate,2.0,False,9.99,3.0,Actively_Encouraged,2.0,3.961,78.78,Low,0.18599999999999994,Moderate User (5-15 jam)
103738,Arts,Senior,2.732,1.45,Copywriting/Drafting,Intermediate,3.0,True,8.68,4.0,Allowed_With_Citation,5.0,2.93,66.46,Medium,0.19799999999999995,Light User (0-5 jam)
103739,Arts,Graduate,3.512,0.14,Ideation,Beginner,1.0,False,7.03,1.0,Allowed_With_Citation,4.0,3.501,100.0,Medium,-0.01100000000000012,Light User (0-5 jam)
103740,Business,Junior,3.142,4.9,Ideation,Beginner,3.0,True,11.92,3.0,Strict_Ban,2.0,3.675,85.72,Medium,0.5329999999999999,Light User (0-5 jam)
103741,Medical,Graduate,3.864,7.42,Summarizing_Reading,Beginner,2.0,False,20.4,6.0,Allowed_With_Citation,5.0,4.0,82.24,High,0.13600000000000012,Moderate User (5-15 jam)
103742,Arts,Senior,3.195,11.72,Debugging/Troubleshooting,Beginner,2.0,True,19.05,3.0,Allowed_With_Citation,6.0,3.925,64.36,Medium,0.73,Moderate User (5-15 jam)
103743,Arts,Junior,3.136,4.62,Direct_Answer_Generation,Advanced,4.0,False,6.14,2.0,Allowed_With_Citation,3.0,3.464,61.23,High,0.32799999999999985,Light User (0-5 jam)
103744,STEM,Junior,3.64,9.47,Ideation,Intermediate,4.0,False,11.22,2.0,Strict_Ban,5.0,3.852,66.15,Medium,0.21199999999999974,Moderate User (5-15 jam)
103745,STEM,Sophomore,3.383,1.07,Debugging/Troubleshooting,Advanced,5.0,False,15.59,2.0,Actively_Encouraged,7.0,3.662,98.0,Low,0.2789999999999999,Light User (0-5 jam)
103746,STEM,Freshman,3.35,9.02,Direct_Answer_Generation,Intermediate,1.0,True,6.62,4.0,Allowed_With_Citation,3.0,3.152,63.38,Low,-0.19799999999999995,Moderate User (5-15 jam)
103747,Business,Junior,3.32,18.21,Ideation,Intermediate,1.0,True,12.56,7.0,Allowed_With_Citation,5.0,4.0,52.04,Medium,0.6800000000000002,Heavy User (>15 jam)
103748,Humanities,Junior,2.976,3.15,Copywriting/Drafting,Beginner,1.0,False,24.12,5.0,Actively_Encouraged,5.0,3.8,65.55,Medium,0.8239999999999998,Light User (0-5 jam)
103749,Humanities,Junior,1.885,2.91,Direct_Answer_Generation,Beginner,2.0,True,6.31,2.0,Allowed_With_Citation,4.0,2.272,71.03,Medium,0.3869999999999998,Light User (0-5 jam)
103750,Medical,Senior,3.572,3.39,Summarizing_Reading,Advanced,4.0,True,16.15,5.0,Allowed_With_Citation,1.0,3.948,84.71,Low,0.3759999999999999,Light User (0-5 jam)
103751,Medical,Freshman,3.041,13.22,Debugging/Troubleshooting,Advanced,3.0,True,6.14,5.0,Strict_Ban,7.0,3.25,100.0,Low,0.20900000000000007,Moderate User (5-15 jam)
103752,Medical,Sophomore,3.115,11.34,Ideation,Beginner,2.0,True,13.58,1.0,Strict_Ban,3.0,3.235,64.24,High,0.11999999999999966,Moderate User (5-15 jam)
103753,Humanities,Sophomore,3.562,3.39,Debugging/Troubleshooting,Beginner,2.0,True,15.11,4.0,Actively_Encouraged,4.0,3.724,59.27,Medium,0.16200000000000037,Light User (0-5 jam)
103754,Business,Freshman,3.018,13.57,Ideation,Beginner,2.0,True,12.15,4.0,Actively_Encouraged,1.0,2.974,98.1,High,-0.043999999999999595,Moderate User (5-15 jam)
103755,STEM,Graduate,3.283,25.23,Debugging/Troubleshooting,Advanced,5.0,False,7.18,7.0,Actively_Encouraged,3.0,3.632,81.57,High,0.3490000000000002,Heavy User (>15 jam)
103756,STEM,Senior,2.849,0.51,Direct_Answer_Generation,Advanced,3.0,True,17.91,4.0,Actively_Encouraged,7.0,3.274,78.95,Medium,0.4249999999999998,Light User (0-5 jam)
103757,STEM,Freshman,3.6,11.91,Debugging/Troubleshooting,Beginner,1.0,False,10.73,5.0,Allowed_With_Citation,9.0,3.685,77.76,High,0.08499999999999996,Moderate User (5-15 jam)
103758,Humanities,Senior,2.517,20.86,Copywriting/Drafting,Beginner,2.0,True,10.81,7.0,Allowed_With_Citation,8.0,2.898,78.29,Medium,0.3810000000000002,Heavy User (>15 jam)
103759,Humanities,Junior,3.331,19.24,Copywriting/Drafting,Advanced,4.0,False,7.27,4.0,Allowed_With_Citation,6.0,3.7,74.57,High,0.3690000000000002,Heavy User (>15 jam)
103760,Arts,Junior,3.274,27.43,Debugging/Troubleshooting,Beginner,2.0,True,8.32,9.0,Actively_Encouraged,3.0,3.561,60.52,Medium,0.2869999999999999,Heavy User (>15 jam)
103761,STEM,Graduate,3.341,7.22,Direct_Answer_Generation,Beginner,3.0,True,7.26,4.0,Actively_Encouraged,2.0,3.629,70.22,Medium,0.2879999999999998,Moderate User (5-15 jam)
103762,Business,Junior,3.268,0.37,Ideation,Beginner,2.0,False,11.6,3.0,Allowed_With_Citation,4.0,3.454,72.74,Low,0.1860000000000004,Light User (0-5 jam)
103763,Business,Graduate,2.485,1.58,Copywriting/Drafting,Intermediate,4.0,False,10.1,4.0,Actively_Encouraged,4.0,2.49,67.43,Low,0.0050000000000003375,Light User (0-5 jam)
103764,STEM,Graduate,3.707,8.7,Debugging/Troubleshooting,Intermediate,4.0,True,15.71,5.0,Actively_Encouraged,1.0,3.981,100.0,High,0.274,Moderate User (5-15 jam)
103765,Humanities,Freshman,2.747,0.24,Debugging/Troubleshooting,Beginner,3.0,False,12.77,2.0,Actively_Encouraged,4.0,2.996,74.08,Low,0.2490000000000001,Light User (0-5 jam)
103766,STEM,Freshman,2.511,27.71,Debugging/Troubleshooting,Intermediate,2.0,True,12.65,6.0,Allowed_With_Citation,2.0,2.769,67.28,High,0.258,Heavy User (>15 jam)
103767,Business,Junior,3.547,18.84,Copywriting/Drafting,Beginner,3.0,True,10.05,4.0,Actively_Encouraged,4.0,3.787,92.22,Medium,0.23999999999999977,Heavy User (>15 jam)
103768,Humanities,Senior,3.789,3.41,Summarizing_Reading,Beginner,2.0,True,4.86,2.0,Actively_Encouraged,2.0,3.884,45.2,High,0.09499999999999975,Light User (0-5 jam)
103769,STEM,Senior,3.496,40.0,Direct_Answer_Generation,Advanced,3.0,True,10.26,7.0,Actively_Encouraged,3.0,3.163,32.62,High,-0.3330000000000002,Heavy User (>15 jam)
103770,STEM,Senior,2.586,2.98,Debugging/Troubleshooting,Beginner,2.0,True,15.02,3.0,Actively_Encouraged,3.0,2.753,64.9,Low,0.16700000000000026,Light User (0-5 jam)
103771,Business,Junior,3.074,11.39,Ideation,Advanced,4.0,True,1.92,4.0,Strict_Ban,6.0,3.3,65.93,High,0.22599999999999998,Moderate User (5-15 jam)
103772,Medical,Senior,2.146,25.23,Debugging/Troubleshooting,Beginner,2.0,False,13.56,5.0,Allowed_With_Citation,5.0,2.394,62.2,High,0.24800000000000022,Heavy User (>15 jam)
103773,Humanities,Senior,2.416,0.7,Debugging/Troubleshooting,Intermediate,3.0,False,11.09,3.0,Allowed_With_Citation,1.0,2.589,74.49,Medium,0.17300000000000004,Light User (0-5 jam)
103774,Business,Sophomore,3.303,11.47,Debugging/Troubleshooting,Advanced,4.0,True,9.46,3.0,Actively_Encouraged,4.0,3.829,72.92,Low,0.5260000000000002,Moderate User (5-15 jam)
103775,Business,Freshman,2.576,13.49,Debugging/Troubleshooting,Beginner,2.0,True,8.36,3.0,Allowed_With_Citation,4.0,2.689,61.41,High,0.11299999999999999,Moderate User (5-15 jam)
103776,Medical,Junior,3.586,2.91,Debugging/Troubleshooting,Beginner,1.0,False,13.57,4.0,Actively_Encouraged,2.0,4.0,57.03,Low,0.41400000000000015,Light User (0-5 jam)
103777,Arts,Senior,3.541,11.54,Copywriting/Drafting,Beginner,1.0,True,1.0,4.0,Actively_Encouraged,5.0,3.593,61.45,Medium,0.052000000000000046,Moderate User (5-15 jam)
103778,Business,Junior,2.747,3.47,Debugging/Troubleshooting,Intermediate,2.0,True,6.64,4.0,Allowed_With_Citation,4.0,3.051,65.22,Low,0.30400000000000027,Light User (0-5 jam)
103779,Business,Freshman,3.77,7.41,Ideation,Beginner,3.0,False,19.21,2.0,Allowed_With_Citation,2.0,4.0,75.75,Medium,0.22999999999999998,Moderate User (5-15 jam)
103780,Medical,Sophomore,2.509,4.38,Summarizing_Reading,Intermediate,2.0,True,17.2,4.0,Allowed_With_Citation,8.0,2.705,69.42,Medium,0.19600000000000017,Light User (0-5 jam)
103781,Humanities,Senior,3.109,15.19,Copywriting/Drafting,Advanced,3.0,True,21.1,6.0,Strict_Ban,10.0,3.449,74.19,Medium,0.33999999999999986,Heavy User (>15 jam)
103782,Humanities,Graduate,3.46,12.38,Copywriting/Drafting,Intermediate,2.0,False,18.5,5.0,Allowed_With_Citation,6.0,3.995,84.98,Medium,0.5350000000000001,Moderate User (5-15 jam)
103783,STEM,Graduate,3.212,13.22,Copywriting/Drafting,Beginner,2.0,False,11.15,4.0,Allowed_With_Citation,1.0,3.508,77.59,High,0.2959999999999998,Moderate User (5-15 jam)
103784,Arts,Junior,2.681,9.41,Debugging/Troubleshooting,Advanced,5.0,True,5.77,4.0,Allowed_With_Citation,1.0,3.071,83.89,High,0.3900000000000001,Moderate User (5-15 jam)
103785,Arts,Graduate,3.256,1.96,Copywriting/Drafting,Intermediate,3.0,True,13.02,2.0,Strict_Ban,4.0,3.438,74.13,Medium,0.18200000000000038,Light User (0-5 jam)
103786,STEM,Freshman,3.769,0.68,Debugging/Troubleshooting,Beginner,1.0,True,13.26,4.0,Strict_Ban,4.0,3.72,76.68,Low,-0.04899999999999993,Light User (0-5 jam)
103787,Business,Graduate,3.545,9.79,Ideation,Advanced,4.0,False,3.16,2.0,Allowed_With_Citation,4.0,3.52,100.0,Low,-0.02499999999999991,Moderate User (5-15 jam)
103788,Humanities,Junior,3.442,2.19,Copywriting/Drafting,Intermediate,1.0,False,17.53,3.0,Allowed_With_Citation,5.0,3.92,69.4,Medium,0.47799999999999976,Light User (0-5 jam)
103789,STEM,Senior,3.536,14.47,Debugging/Troubleshooting,Advanced,4.0,False,9.16,5.0,Strict_Ban,6.0,3.846,81.75,High,0.31000000000000005,Moderate User (5-15 jam)
103790,Medical,Freshman,1.911,3.1,Summarizing_Reading,Beginner,2.0,False,17.8,5.0,Allowed_With_Citation,3.0,2.134,74.65,Low,0.22299999999999986,Light User (0-5 jam)
103791,STEM,Graduate,3.161,19.26,Debugging/Troubleshooting,Beginner,2.0,True,14.03,4.0,Actively_Encouraged,3.0,3.446,80.63,High,0.28500000000000014,Heavy User (>15 jam)
103792,STEM,Junior,2.792,28.98,Debugging/Troubleshooting,Advanced,4.0,False,1.81,7.0,Allowed_With_Citation,7.0,3.114,87.46,High,0.32200000000000006,Heavy User (>15 jam)
103793,Business,Sophomore,3.548,3.12,Ideation,Intermediate,4.0,True,12.41,3.0,Allowed_With_Citation,3.0,3.774,68.56,Low,0.22599999999999998,Light User (0-5 jam)
103794,Business,Sophomore,3.756,9.24,Debugging/Troubleshooting,Intermediate,3.0,True,24.78,5.0,Actively_Encouraged,2.0,3.902,78.26,Medium,0.14600000000000035,Moderate User (5-15 jam)
103795,STEM,Freshman,3.302,5.08,Summarizing_Reading,Advanced,4.0,False,10.0,3.0,Actively_Encouraged,3.0,3.455,72.33,Medium,0.15300000000000002,Moderate User (5-15 jam)
103796,Business,Junior,3.055,3.29,Ideation,Intermediate,2.0,False,21.36,5.0,Actively_Encouraged,1.0,3.432,79.15,Medium,0.3769999999999998,Light User (0-5 jam)
103797,Business,Sophomore,3.569,13.7,Ideation,Beginner,2.0,True,20.65,4.0,Allowed_With_Citation,8.0,4.0,76.06,Low,0.43100000000000005,Moderate User (5-15 jam)
103798,STEM,Junior,3.239,9.45,Direct_Answer_Generation,Beginner,1.0,False,8.76,1.0,Allowed_With_Citation,4.0,3.727,86.44,Low,0.488,Moderate User (5-15 jam)
103799,STEM,Senior,3.335,5.2,Summarizing_Reading,Intermediate,4.0,False,14.65,4.0,Allowed_With_Citation,3.0,3.614,95.53,Low,0.2789999999999999,Moderate User (5-15 jam)
103800,Business,Graduate,3.204,9.49,Direct_Answer_Generation,Beginner,2.0,False,11.3,3.0,Actively_Encouraged,2.0,3.338,66.18,Medium,0.1339999999999999,Moderate User (5-15 jam)
103801,STEM,Sophomore,3.604,40.0,Summarizing_Reading,Advanced,4.0,True,9.04,10.0,Allowed_With_Citation,4.0,4.0,61.51,High,0.3959999999999999,Heavy User (>15 jam)
103802,Medical,Freshman,2.498,7.83,Copywriting/Drafting,Advanced,3.0,True,17.55,3.0,Actively_Encouraged,2.0,3.001,62.46,Low,0.5029999999999997,Moderate User (5-15 jam)
103803,Arts,Sophomore,3.787,3.02,Copywriting/Drafting,Beginner,1.0,False,5.66,4.0,Allowed_With_Citation,5.0,3.861,47.29,Low,0.07400000000000029,Light User (0-5 jam)
103804,Medical,Freshman,3.542,4.38,Ideation,Beginner,2.0,False,2.13,2.0,Allowed_With_Citation,6.0,3.586,66.3,Medium,0.04400000000000004,Light User (0-5 jam)
103805,STEM,Senior,3.008,5.23,Summarizing_Reading,Advanced,3.0,False,14.72,5.0,Allowed_With_Citation,3.0,3.588,90.23,High,0.5800000000000001,Moderate User (5-15 jam)
103806,Medical,Junior,2.455,23.04,Summarizing_Reading,Advanced,4.0,True,17.27,8.0,Allowed_With_Citation,4.0,3.09,67.27,High,0.6349999999999998,Heavy User (>15 jam)
103807,Humanities,Junior,3.258,0.82,Debugging/Troubleshooting,Beginner,1.0,False,11.13,3.0,Strict_Ban,1.0,3.554,81.64,Low,0.2959999999999998,Light User (0-5 jam)
103808,Humanities,Freshman,3.01,2.42,Copywriting/Drafting,Beginner,3.0,False,8.16,2.0,Allowed_With_Citation,4.0,3.04,60.62,Medium,0.03000000000000025,Light User (0-5 jam)
103809,STEM,Senior,2.785,0.9,Debugging/Troubleshooting,Beginner,2.0,False,10.72,2.0,Allowed_With_Citation,4.0,2.905,93.02,Low,0.11999999999999966,Light User (0-5 jam)
103810,STEM,Graduate,3.702,17.36,Direct_Answer_Generation,Intermediate,2.0,True,21.71,6.0,Allowed_With_Citation,1.0,4.0,67.89,Medium,0.29800000000000004,Heavy User (>15 jam)
103811,Business,Junior,2.957,1.42,Debugging/Troubleshooting,Advanced,4.0,False,13.63,4.0,Allowed_With_Citation,9.0,3.332,73.5,Medium,0.375,Light User (0-5 jam)
103812,Humanities,Graduate,3.286,7.32,Summarizing_Reading,Beginner,1.0,False,17.5,5.0,Allowed_With_Citation,7.0,3.511,70.17,Low,0.2250000000000001,Moderate User (5-15 jam)
103813,STEM,Freshman,3.753,22.48,Ideation,Advanced,4.0,True,14.23,5.0,Strict_Ban,6.0,3.736,90.72,Medium,-0.016999999999999904,Heavy User (>15 jam)
103814,Business,Freshman,3.067,21.23,Ideation,Intermediate,2.0,True,5.7,6.0,Strict_Ban,8.0,2.871,54.0,High,-0.19600000000000017,Heavy User (>15 jam)
103815,STEM,Graduate,3.365,0.82,Copywriting/Drafting,Beginner,1.0,False,11.67,1.0,Strict_Ban,3.0,3.571,75.23,Medium,0.20599999999999996,Light User (0-5 jam)
103816,Business,Senior,2.855,7.56,Ideation,Advanced,3.0,False,19.48,3.0,Allowed_With_Citation,1.0,3.146,82.02,High,0.2909999999999999,Moderate User (5-15 jam)
103817,Humanities,Freshman,3.508,0.21,Ideation,Intermediate,5.0,False,12.07,2.0,Actively_Encouraged,5.0,3.762,63.55,Low,0.254,Light User (0-5 jam)
103818,Arts,Sophomore,3.535,11.75,Direct_Answer_Generation,Beginner,1.0,False,11.01,4.0,Allowed_With_Citation,2.0,3.573,79.66,High,0.03799999999999981,Moderate User (5-15 jam)
103819,Arts,Junior,3.068,12.87,Copywriting/Drafting,Advanced,3.0,False,1.0,4.0,Actively_Encouraged,5.0,3.445,89.24,Medium,0.3769999999999998,Moderate User (5-15 jam)
103820,Humanities,Senior,2.413,8.38,Copywriting/Drafting,Advanced,3.0,True,11.37,4.0,Actively_Encouraged,3.0,2.497,78.16,Medium,0.08400000000000007,Moderate User (5-15 jam)
103821,Humanities,Senior,2.822,1.63,Direct_Answer_Generation,Advanced,3.0,False,12.47,5.0,Allowed_With_Citation,10.0,3.052,82.08,Medium,0.22999999999999998,Light User (0-5 jam)
103822,Humanities,Freshman,2.887,4.51,Ideation,Beginner,2.0,False,7.26,5.0,Actively_Encouraged,5.0,2.598,58.27,Medium,-0.28900000000000015,Light User (0-5 jam)
103823,Arts,Senior,3.024,9.51,Copywriting/Drafting,Intermediate,1.0,False,10.1,6.0,Allowed_With_Citation,6.0,3.184,98.75,Medium,0.16000000000000014,Moderate User (5-15 jam)
103824,Humanities,Junior,3.803,11.9,Copywriting/Drafting,Advanced,3.0,False,21.12,4.0,Allowed_With_Citation,4.0,4.0,100.0,Medium,0.19700000000000006,Moderate User (5-15 jam)
103825,STEM,Junior,3.137,23.17,Direct_Answer_Generation,Beginner,1.0,True,19.71,5.0,Actively_Encouraged,3.0,3.437,50.9,Medium,0.2999999999999998,Heavy User (>15 jam)
103826,STEM,Junior,3.4,15.31,Copywriting/Drafting,Intermediate,3.0,True,10.93,2.0,Strict_Ban,6.0,3.485,76.27,High,0.08499999999999996,Heavy User (>15 jam)
103827,Humanities,Junior,3.458,12.81,Copywriting/Drafting,Beginner,3.0,False,8.53,4.0,Actively_Encouraged,5.0,3.738,81.88,Medium,0.2799999999999998,Moderate User (5-15 jam)
103828,Humanities,Freshman,2.885,9.17,Copywriting/Drafting,Beginner,2.0,True,21.39,4.0,Strict_Ban,6.0,3.107,83.72,Low,0.22200000000000042,Moderate User (5-15 jam)
103829,Arts,Junior,2.901,2.13,Copywriting/Drafting,Beginner,3.0,False,9.97,3.0,Allowed_With_Citation,1.0,3.069,61.4,Medium,0.16800000000000015,Light User (0-5 jam)
103830,STEM,Freshman,3.076,2.06,Debugging/Troubleshooting,Advanced,3.0,False,6.24,4.0,Actively_Encouraged,3.0,3.477,75.07,Low,0.4009999999999998,Light User (0-5 jam)
